	insect_51_WholeSpecimen	insect_52_WholeSpecimen	insect_53_WholeSpecimen	insect_54_WholeSpecimen	insect_55_WholeSpecimen	insect_56_WholeSpecimen	insect_57_WholeSpecimen	insect_58_WholeSpecimen	insect_59_WholeSpecimen	insect_60_WholeSpecimen	insect_61_WholeSpecimen	insect_62_WholeSpecimen	insect_63_WholeSpecimen	insect_64_WholeSpecimen	insect_65_WholeSpecimen	insect_66_WholeSpecimen	insect_67_WholeSpecimen	insect_68_WholeSpecimen	insect_69_WholeSpecimen	insect_70_WholeSpecimen
588940e0d8aa3304b2e40c4f46195ce6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0	18	18304	10	0
d016c583e11159a52458a1f718e92cf4	0	0	0	2438	0	0	0	0	1377	23	8	5	0	32	519	500	0	0	84	0
95f5dd0356f4a720f57c576e6f9a380c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	315	0	0
95d709e772ad335f878c16aa92bf00fa	0	0	0	0	0	0	0	0	6	0	0	0	0	0	74	0	208	0	4	0
b876af623206a56bc77798a04808458e	2	0	0	0	0	0	0	0	27	0	0	0	0	0	11	3	0	87	0	0
3f701c066f4306a385e1cf2691ea8e75	0	0	53	0	0	0	0	0	0	10	0	0	0	0	50	0	83	0	0	0
6d1599b2a8cef111d9929c563a92859b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0
65426cfd17b6876361cea4a9b3f632bb	0	0	14	95	0	0	0	0	156	94	299	0	0	0	0	0	0	880	0	0
4863ff2bc26f2a13533962eefe42d83b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	39	0	0
8dddb4cc822e7c186eac7f93c9547b76	0	0	0	0	0	0	0	0	20	0	0	0	3	0	90	0	0	0	24	0
1d431e3f2445150d2488d6ca3579bbb4	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0
d9f21d161d1bb84decf91b96a2f5dae9	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
58ec81e862a7fe0bb8ee9462193c3fa4	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3ae206b19e9d18ca82550d535a8a33c8	0	0	0	0	0	0	0	0	0	0	11	0	3	0	0	0	0	0	0	0
cb6eed062c9db18d3d3d8dc6f93a9077	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	67	0	0	0
ba687f68adcedccff45b75ef323bf13b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0
ca0a4149474b1cf393df42486fb4a634	0	0	16	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0
639f6606352d0c9c85210b58424c4ce8	0	0	0	0	0	0	0	0	0	10	121	0	0	0	0	0	0	50	0	0
e348f4a1f7958cc5429ca9339bd0dbd3	0	0	0	28	0	0	0	0	0	0	0	0	0	0	62	0	0	0	10	0
ec4c6c09c79e759db3effefdf39a4e6c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0
2aaefd14acdff871b17ab6583e9842f5	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	208	0	0
51e22a4219be476dc783a90225c4f402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	12	0	0	0
847f1e29fb09091249aac42c9fc4df96	0	0	19	0	0	0	0	0	0	0	0	0	0	0	28	0	703	20	0	0
4442a69a4a9555cb3d031a6232129676	0	0	37	0	0	0	0	0	0	0	0	0	0	0	9	0	45	7	0	0
ebc218731152df078258b869f0eeff3e	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	7	0	0	0	0
124f6cfac6710928fc0ab9a7b46c71e2	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	14	0	0	0	0
35cbb315e019e0a8768d4b73862df415	0	0	0	0	326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
247d7369bc54f7ba6415449f187e457f	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0
0e6346ea0b0209afd51a1260ea961efe	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0
4bcbefafa048c06a56a0d5196d864e14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0
5630abcf2a0751973b520c34da2efded	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0
5b41766efceecce581e4148788f37846	0	0	28	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
69ec3e28b929c43933d0295750bb53aa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0
6a7a6fed3a850c6bab631c438c0556c4	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d66072bb4e903a9c1a95728d29427410	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b503d76e5f6f07ddb15148a5631658e8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0
238ba78516f666cb2b29854f9a5bb2eb	0	0	0	33	0	0	0	0	0	0	0	0	0	0	45	0	182	14	0	0
c879c6a58d071e0914b0d3f16a0ad032	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0
384f1d7dbdd0280deb8931e3a88de8f9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0
53e749874b572a6392c8a621832fc0b0	0	0	35	29	0	0	0	0	0	0	0	0	0	0	56	102	109	0	0	0
2dbd9bcea5c0072f509862f4d88c6d66	0	0	14	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0
a9b24370bdb02a8ee91855de7b8b2813	0	0	0	0	0	0	0	0	4	0	0	84	0	0	0	36	0	0	0	0
4b390824ebb0af53b30f8dc094cbbf51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0
a4d8aae6c62a3c909c3b046538ad69d8	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0
ab530a2ac42796a94172e3cb293c4af4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
593350aa0461a388ce7d57e3c50adbc2	0	0	16	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2a39f0b75d31d00b3136b2edbe82962e	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
accccde43fc86696aca738121bbe7dbe	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0
4ad8db20b074326a0cf62c3f373ebd63	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	27	0	0	0	0
db1d8e2a3ec12bdf03df47b1aab59bcd	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5f858d28e5aa8f082a62e851316363b7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0
6032485e763c05596bfd968a2b16ea4e	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31f71ce5b3e181687916a3ce57c0e880	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0
bdeb9bce01148846a7a442dac9048360	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0
6172127887e2b9fc11985c09549f5e69	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6c33785c46c3fef68941d9addceaf948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
44ecac34cc3b07f06809d40830570fcb	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
190a049caad3a0453339204032c4e5e4	41	33	0	23	51	15	36	29487	38	27	11	52	33	26	42	25	30	15	25	49
4483a790329721811310e80b029c80fa	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5ccd30281011c170e7e836bc752205e6	0	0	0	0	0	0	0	0	0	0	0	32	36	0	0	0	0	0	0	0
0cc951954a255c148a5be384e2d5fe9c	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0
26b49807524ea843053eb0ed326b69eb	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3d5baff45729bf2214074c2e9f77ad10	0	0	23	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0
c22b16cc6108c04f29fea3b6d4c81571	0	0	0	0	0	0	0	0	0	0	0	89	20	0	0	0	0	0	0	0
d87f3481d74c9bf206a0507765b3a651	0	0	0	0	0	54	0	0	0	0	0	160	13	0	52	0	41	0	80	0
19242d6e262c55c76fdde74fbd05d9ad	0	0	0	0	0	43	0	0	0	0	6	71	0	0	0	0	0	0	0	0
5e8928042e6b55328e3465e7e57a54eb	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d15bc449222795a9ff230013aa633686	0	0	47	0	0	25	0	0	0	0	0	46	0	30	0	0	0	0	0	0
0df420d7610bf05d4304f777214c2adb	0	0	26	0	0	0	0	0	17	0	0	0	0	0	17	0	0	0	0	0
7edb5c35d98d183e44a12dd0df7ebadf	0	0	129	0	0	0	0	0	0	8	0	0	0	0	136	0	47	0	0	0
2084068fe4c4b6a22a301b57f8f3d8f4	0	0	0	15	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0
45209fd86e8cad0803efbe7395a44f35	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0
17bb766d8fbff092bddd41d846327dcf	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0
ca1b24e316b7ac4741626b24b97b8963	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	15	0
ab557cb1eca85e6a79286fe610fbee04	0	0	0	0	0	0	0	0	0	0	3	0	0	0	11	0	0	0	0	0
d46e2205f0c6ecf67b51f83d111c509c	0	0	0	0	735	0	0	0	0	0	59	47	221	0	10	0	0	0	7	0
fb5c2aa7e7a97d1ba29b2c9405cb6a41	0	0	0	0	0	0	35	0	0	0	0	27	0	0	0	0	0	0	0	0
63afe8e6aac58bf0d670a82ca5bc574c	0	0	0	0	0	15	0	0	0	0	0	0	12	0	0	0	0	0	0	0
1b38a76e014d6e20219ec6bd30d2d355	0	0	0	0	0	0	64	0	0	0	0	0	0	24	0	0	0	0	0	0
5673ae66819e3bdbbc09461e4959159e	0	0	0	0	0	0	0	0	0	0	0	134	11	0	0	0	0	0	0	0
cc761daf51f27c423da57f3f1f0ff5cc	282	0	0	0	0	0	0	0	71	0	0	62	0	0	0	0	0	0	0	0
3b94c19ef326eea0918e1c3d244c999c	0	0	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0
945184b6386c192c0066e0a98a154780	0	0	50	0	0	0	0	0	0	0	10	508	53	700	0	0	0	0	0	0
9664cae1104ed11cba60a2552c35cae7	0	0	0	0	0	0	0	0	0	0	0	162	0	0	0	0	0	0	0	0
0697533792974c410abe92b31253acbb	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c939ee112ba982665e012437dae05c1e	0	0	0	0	0	136	0	0	0	0	0	0	0	0	16	0	0	0	0	0
a0901407705992dc213ac509ede97d47	0	0	0	0	0	0	0	0	0	0	0	306	0	26	0	0	0	0	0	0
11f0558dca37009cbf1a6083b0b658e5	24883	4405	0	16713	3090	5975	8100	0	0	10507	10181	2237	69	0	14086	11717	386	264	5737	5775
d04dd7a3ae4df3b5bf98534afffcf271	0	798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3b17e60b0d5c72980aeeef29e5606170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1094	0
a984fafee002168823fca8eb6b1eff50	0	0	0	0	0	0	0	0	527	0	0	0	0	0	0	0	0	0	0	0
c601d1e94d53ed786c71de198563fd95	0	0	0	0	0	0	0	0	566	0	0	0	0	0	0	0	0	0	0	0
6ea03666b2fa8f4e14a35dabfea10c75	0	0	6145	0	1129	0	0	0	2580	0	0	31	0	18944	0	0	0	0	0	0
e6484c19c680bde0ffa16f2a1a5d36ea	0	0	0	0	0	0	0	0	0	0	0	84	0	0	0	0	0	0	0	0
bb7e5c6df18c100b97f890fc35eb2911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0
38eaa8f3d127290bf06b9a82171c37c0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	10	0	0	0	0	0
b4bb370a59f2637d406ccc0f5a1b2a1e	0	0	3677	0	0	344	0	0	0	0	0	27	0	8	0	453	0	82	0	0
ecc423b8fefd03a92aa1a97fc74a654c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0
ca1a664b38e407b907b8cefd443977a8	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5d22fd7b12389bef1c091d5a516e8a03	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0
8e50d84fc526565c1963a5b490607d20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	7	60	73	0	0
835bdba793a88d2a3f653b7bb287717b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	14	0	0	0	0
289751964e6101e1be5ce28bc3e67263	0	0	54	0	0	0	0	0	0	0	0	0	0	0	308	145	3614	148	0	0
a221f963f6a24d965c12fa0cb558121d	0	0	0	0	0	0	30	0	0	313	0	0	0	0	0	0	0	0	0	0
57a3a1dc8b44bc66323c2f9f69e2f1c1	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0
7a6d4a1bfc7606e2b28d1aec9abe8368	0	0	58	7	0	0	0	0	0	0	0	0	0	0	185	0	46	0	0	0
c94e5634d96202514bf74e105274ca53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0
7aab703332258f6b5a0bd9aec19e8a8f	0	0	0	0	0	0	0	0	5	0	0	0	0	0	99	0	1043	58	0	0
cf1900e2549b8ad887e5a5e9219c6a8b	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
88f933de1112ad9a356105ec9e26bd26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0
e1837e784fee184ed82d4a9a6cc1d4ab	0	0	0	0	0	0	0	149	0	0	0	0	0	0	0	0	0	0	0	0
80402954900654ed271f5efe75e321a2	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
74792adac452eb3544cdc17064d6bbee	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0
a01206f0b17de33744bdac813c3c6eca	0	0	87	11	0	0	0	0	0	0	4	0	0	0	21	0	183	6	0	0
a690bab09a7752a35adce42fa7894e05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0
e5a9ab4e7c3ae6755d2553de8cbe912f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0
49d46d00a93443b060707ab2db8ba82d	0	0	0	0	0	16	0	15	0	0	0	0	0	0	8	0	0	0	0	0
40788e6b1c992e5abd6d9fdb0b067706	0	0	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cbe0cf6479977d4c437b79eb5506c0ca	0	0	0	0	0	519	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b73920b9b356ea1285d2189f17b7f95c	0	0	0	0	0	0	0	870	0	0	0	0	0	0	0	0	0	0	0	0
83f20fcc114379892fdd9cfcc3a617b9	0	0	0	0	0	0	0	39	0	0	0	0	0	0	7	0	0	0	0	0
38dcf0d76e8b14f94071f7c13767275e	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
001af72c9a00006e454c5d7eeeb81c23	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0
b7d2bfd3f518f2f3e2b031cf4ed32757	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0
6d9e58684bbecf34d9a5fb2a753d6fd7	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0
5c061dc8bafe80b5767222e204384886	0	0	10	0	0	0	0	0	0	0	11	0	0	0	114	0	313	25	0	0
32a2fc85ae80418c39892822a4bf2076	0	0	37	24	0	0	0	0	0	0	19	0	0	0	233	0	1172	100	0	0
c66ea3d804ab0d5346b5d0a31b4562ae	0	0	14	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0
be74cad9381c15cfaa8e6071aa77e7f4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0
6c0c84518abe719cc7c4af67f51b577e	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
2f7db29d89aa3dce7453fcc7348598e9	0	0	0	0	0	0	0	0	0	0	0	577	0	0	0	0	0	0	0	0
c06ccd1f7d57566ef669942328b1a946	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
63403aa0515deb0039fbfb793b870272	0	0	5	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0
95ebc7c3d4034cfeb6adef3e6bf68ab1	0	0	0	0	0	0	0	0	109	0	43	0	0	0	0	0	0	0	0	0
12b5c766540f68c8245bc01a1de4d781	23	0	90	16	24	0	12	0	405	59	184	0	17	0	514	0	12665	232	3299	0
0a645f6628f898944c2ce76d39a68d35	0	0	0	0	0	0	0	171	0	0	0	0	0	0	0	0	0	0	0	0
0f16eaf612b5dec1a256a3256e69a14a	0	220	0	0	0	0	0	175	0	0	0	14	41	0	0	0	0	0	92	0
537b61d8c6edf132110fa1f1ad139c8c	0	0	0	0	0	0	43	0	34	0	0	0	0	0	0	2	0	0	0	1045
edd80466ef9888c7358d7cc565306a4f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0	0	0
ec0939a31de3e1119188c35e04dacb96	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	107	5	13	0
41190dd28ac59e09bb90ec1f2995c527	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	766	0	0	0
0126d59c1073241b3d42b2cf9f5216bd	0	0	0	0	0	0	0	0	0	169	0	0	0	0	0	0	0	0	0	100
b458f0d5da21dc8f9182058578c9e34f	0	175	0	0	0	0	4375	0	0	264	0	52	23	0	0	0	0	0	0	37
babe12231a96c828ad12034473c36019	0	0	0	0	0	16	0	0	0	0	0	32	36	0	21	67	223	23	0	0
8ce117e75aa2f81e4d427f548ecfeeb5	0	0	0	0	0	176	0	0	0	0	0	22	0	0	0	255	0	0	0	0
de68ebfc2f017e2dd2615115e3073d50	0	0	0	0	0	191	0	0	0	0	0	21	0	0	17	39	14	0	0	0
69cb94bc7147e79c931c6c3fe7c5c4b1	30	0	11	21	0	161	0	0	11	0	0	1040	991	0	0	2153	56	0	125	0
d9495d57a18061debff45fb56226033c	0	274	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	198	0
0e161099b2770fd8e02dca831d47f3bb	0	0	27	0	0	0	0	0	42	0	27	0	0	0	211	0	9185	181	0	0
5cbe7d249f4181da3fb3dcd76087ce71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0
c71a0b723402b8d3e22b6af121320ea5	0	0	45	0	0	0	0	0	119	0	206	0	0	0	74	2945	1563	44	30	0
27ff584524331e6747469e8a9977eb89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	122	0
04524511556ae43c41266c364d115459	89	0	332	67	75	39	72	33	270	130	1946	0	0	73	134	1759	1541	685	682	34
7339301f770131bd35e653eda2ac5106	0	0	453	0	0	0	0	0	0	0	0	121	93	0	0	88	0	0	333	0
7b28c20e72c6c95b3e604f0849245770	0	43	0	0	209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
57147860d5b9d1fb8ee0f06ee212c682	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0
617aaf28dec874bbc1030ef0a2d7f5f4	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40a871dd7ec1c44386128af2f352d393	0	0	184	19	0	0	0	0	27	0	0	0	0	0	279	0	319	8	0	0
9209e4a08eddc573938ddc57af7b023b	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	160	0	0	0
b8343ab9acc621c6aee1c953e413de87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0
37f3de15bbca8996564cdfae7a97257a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0
f4206b8c3d4e8f3bd54f960952e0f6be	9	17	112	84	0	0	0	0	451	28	299	0	0	69	283	114	449	1000	0	3
523ec8681a0672d43f1f43488e911848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0
d72c5e2e2b7de04536f9462a63c6d585	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	20	78	0	10	0
3ea18db33fbb80c7d1d8c480c7ccfa97	0	0	66	71	0	0	0	0	86	0	0	0	0	21	79	0	22	0	0	0
8868232a85b69308b644bdfcaf7c07d8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	9	0	0	0
a7e0690eacfec307bbfdd161ba281de9	0	0	0	12	0	0	0	0	20	0	0	0	0	0	33	36	0	0	0	0
83bb10f3d5c91010a147dcd7159e9d13	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0
6f70e55b156946c55069e3f450ffaf84	0	0	0	0	0	0	0	0	6	0	14	0	0	0	0	0	0	0	0	0
6a1f9223fe78243056d2ddb2ad7a01dc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0
39277856f18f889dce2a469fd8cb94d0	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9acb555d3c5dd77e9035a661e7ad1bb6	0	0	0	0	0	0	0	0	0	0	0	59	280	0	0	0	0	0	35	0
7053439dbdc34217487e46a59c3587f8	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5c664a2c162271deb11541a9030ac243	0	0	170	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0
dfba942f2d36cb6b7755f9c3b6d01ac9	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9580aa8a52ec18a4e92e701cdb595faa	0	0	0	0	0	0	0	0	0	0	747	0	129	0	10	0	0	0	180	0
22424eb53c259749d0d5cf4f45d18613	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0
37f004671c936285c26471120596b2f5	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0
fde5c109852ffd26da3b003a249cffb0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
566e0022eb4f65298883ce9017cca3e7	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1008807c693e74762743d34a9590f98d	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c99026a091c7446e2d2931e81d44d340	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
de19161c9182bd907e548277c2d771af	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
858603b5b6c7332924623a52faa10212	0	0	42	0	0	0	0	0	103	75	0	0	0	15	0	0	0	0	0	0
1ad3ab2114467bf2dbe3b206a585ad96	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7b46269976203c4b677141e236344faf	5	15	29	838	0	0	0	0	570	110	182	0	0	41	10	148	28	185	0	0
821130ba72e86c335c55c269f31db0d0	563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20e0c4ee67fc60255eeb639521f9c633	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bf03d797f6eda20fe5e496823fec8bf5	0	0	0	0	0	0	0	184	0	0	0	0	0	0	0	0	0	0	0	0
075b7d3227e0470160c2a9c1052aa957	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0
25bf7b31746631bbb8582ebe892fe837	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
43202fe954709a694e31c3a1be7e889b	0	0	0	0	414	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0
1dde78a832726432f17dac5a5196da8a	0	0	0	0	177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8e43e04a9e20a29201456d222d078ab0	0	0	0	0	14	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0
5fbc483f79cd97d3a7253931f37c33e8	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
91b0367b2e0220b4d5c350fb36f64194	0	0	0	0	140	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0
d726fcfea24d2c503a7603139818af02	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9904009a0e14e24b0a6e25eeeeff3e95	0	0	0	0	68	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0
afa3e197ab31aa17a760b9a076eb42f3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0
c13ea1ed2476f8e7b2ae632b1f4c9c08	0	0	0	0	240	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0
ad139328ba8ac39c2e5ccef543df2deb	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0
73bc8c1d2614b910b415157c73b0ae76	0	0	0	0	24	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0
7a9d9b9350622ec8fd1b0e1c49d7836e	0	0	23	0	0	0	0	0	0	0	0	0	0	0	21	0	308	10	0	0
955309e86744c1a54aff7ba81381c09c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
39a6e56204ae6bc4506f9be89694dc2d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	74	9	0	0
f5f5e0da89730462abaf6301a9557193	0	0	0	0	604	0	0	0	0	0	0	46	12	0	0	0	0	0	12	0
545f2b8b71aad3c042a8f20fe0e25df2	0	0	0	0	655	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0
9639a3291729a3758207b47715d9205f	0	0	0	0	0	0	0	0	0	0	0	142	0	0	0	0	0	0	0	0
e0fc7e9a421580cbfcfa30cfa0917791	0	0	0	0	3719	0	0	0	0	0	0	0	994	0	0	0	0	0	0	0
504efe2f63f610a0f92e8cd040e2f916	0	0	0	0	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
91d88c8de916ec74bdd1e6572f4b9d49	0	29	0	0	0	0	0	0	0	350	0	0	0	0	0	0	0	0	0	0
aa5b82d5487c827e9618a0817c383430	0	0	0	0	202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
478c40c3436e26fcd4582c2b8994c1f1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bd205b9f3a5ece651a9405746ce7bf3d	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0
c5f350c9d6c626cf86bdc5cd13785c85	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	16	0	0	0	0
d303cb778f83c4c78d93d4a67b34a4d0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0
3f9afe17105dd0c33bf41ce08824f362	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0901b8d53a0ae6526960643c51c94fa7	0	0	0	0	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33518e48b174ac428cb7be1a216c6c6e	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0
0a9666b9327e910d49fb6c596e9d0343	0	0	8	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0
f7672dd49530612c4f54dcdce68e1eed	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0
