	insect_51_WholeSpecimen	insect_52_WholeSpecimen	insect_53_WholeSpecimen	insect_54_WholeSpecimen	insect_55_WholeSpecimen	insect_56_WholeSpecimen	insect_57_WholeSpecimen	insect_58_WholeSpecimen	insect_59_WholeSpecimen	insect_60_WholeSpecimen	insect_61_WholeSpecimen	insect_62_WholeSpecimen	insect_63_WholeSpecimen	insect_64_WholeSpecimen	insect_65_WholeSpecimen	insect_66_WholeSpecimen	insect_67_WholeSpecimen	insect_68_WholeSpecimen	insect_69_WholeSpecimen	insect_70_WholeSpecimen
7cf031d1e9c4c5b8f08637504851bc09	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0
c8b73180e977e7ea320783463dd3c9a0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
436836e0f999f94c8c89d1cc72c36abb	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
8b213f15a0a885064a328c7550e2871b	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0
fff5f7f95b3d2b41601c3b00f487a6f6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
649c9ed85fdef213a9eaa2727d399678	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0
474cda6ad36902d427ba9d46a85ecc05	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0
741019a4c538ceb6b24014953ebc4c77	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0
10e51791c8dee561db8251780cf9ef0d	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0
cd5cbbf5c9cdb460f3da9ceed4a787ad	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
db0d250b732b5a677efb3044285d0bbf	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
202fbe901b89ad25ca6fd6f2014bc635	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
904c03ed4a8c8d1e982525c4fda1a33b	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
621492842a9298d79db8d956f546cd46	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	133	0
e06bbfabb1c1ed09504b4af9208e7fb5	0	0	0	0	0	0	0	0	44	0	22	0	0	0	15	10	0	133	0	0
b1dad6ea975d422762f73147fb21776c	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d114fb4c335125128be28401522dd41a	0	0	42	0	0	14	0	0	0	0	38	251	468	0	35	0	0	0	5	0
b3d2cc3b9f0184830bec2ef73bcc6166	0	0	0	0	0	15	0	0	0	0	0	185	1143	0	0	0	0	0	19	0
26267ca88be3d0ba21ca7309381311ea	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0
683a4c4e73c6d4d7324977e95fab24bc	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0
735cb9abbbc8ff2b5b354be608a3a869	0	0	0	0	111	0	0	0	0	0	0	0	1642	0	0	0	0	0	0	0
9fec7bdd6bd88e710bd69b15692e54a0	48	70	0	0	0	0	0	0	5	0	0	91	261	0	0	40	0	0	93	0
9e75d15ba3717ca20d8aa45e3c4a6bab	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
6ba43acb03ae795b3e7e31f2be946006	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
0ede181cba719902c5e1fa933644b97e	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0
9e9c4270966cf507485654eb33a69880	0	0	0	0	0	80	0	0	0	0	0	20	0	0	0	0	0	0	69	0
549d269e41c4d2ccf288e69078402321	0	0	0	0	0	48	0	0	0	0	0	945	249	0	0	0	0	0	0	0
c92bce8f9a0355882175820144995211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	581	0
45d4fe3f6c01f77c2dfc11dd91d3359a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1376	0
95fdd816723ca482a5caba10bea171c8	0	192	0	0	235	0	0	0	76	0	3	0	1161	0	0	0	0	0	0	0
699451337a172488eee356a6f8762ac6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	0
238f7a0abc2eac3ec4c026cd6363ac86	0	0	0	0	0	0	0	0	0	0	0	9	0	4	0	0	0	0	0	0
8df399e29acb5a583f449a82db4e17c9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0
cd1e10bc6b95fd6a15e91d2e8d188b3e	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
0df6c802966e8670279671824da4f10a	0	0	0	0	423	0	0	0	92	0	0	21	1189	0	0	0	0	0	67	0
e147f17187ee6e0d8e84bdd370bfb053	0	0	0	0	4831	0	0	0	0	0	0	32	1657	0	0	0	0	0	0	0
b250d27301547aede6c1d52ce67e6e2b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0
4f36667dc83b9de0118e8b829e658d04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0
2f8ad4365632e4a05d8897ac4ee70b3a	0	0	0	0	0	0	0	0	46	0	0	0	240	0	0	0	0	0	0	0
ae294d0eeda4b1244450fbcb30cfe221	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0
859d00ceee35d471060a6b6e71ac245e	0	0	0	0	146	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0
3c6b7aba3c5b30cacd9697aeca29f96a	0	0	0	0	233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2ef1e51ab1cf99a3c6417b05a060830e	0	16	0	0	2030	0	0	0	131	0	7	0	1796	0	0	0	0	0	159	0
16815dfac84c1514c40ff5f228552dc1	0	0	0	0	78	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0
feb1c288cd46f6fd9bc3c2c35970cbdf	0	0	0	0	1073	0	0	0	0	0	0	0	674	0	0	0	0	0	0	0
acccab8e28b5e2cfc41fb8ae64cbf978	0	0	0	0	0	0	0	0	0	0	18	57	0	0	0	15	1533	112	33	0
8e53132374397c334ee9f914a57b3edd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0
afafbfdb968c15d718cb6463a98c724f	0	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9bdcaa83879589ae4241b8699d297664	0	0	0	0	0	0	0	0	0	0	0	4398	0	0	0	0	0	0	0	7392
720bbb0411edd2b97a8cc3d66e3b47e0	0	0	0	0	0	151	0	0	0	0	0	2712	1135	0	0	0	92	38	0	0
b016960f4f8947013ca6ba08b229f219	0	0	0	0	0	0	80	0	254	0	0	0	0	0	0	0	0	0	0	0
bd000d78e5059d02dcb76892a38a4bbf	0	0	0	0	0	0	0	0	0	0	0	0	0	0	316	0	0	0	0	0
e20080c3550b1318bbb29e84d651c014	0	8537	0	0	63	99	645	341	8179	4004	4571	14995	7927	0	4611	0	0	0	6099	23705
f40a4e449931e18bbc267129496cc5f4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0
7944f475b96541cd3eb1ebae877fffbe	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0
f17aa6c7d60aa9f234c8ad6f97c17d47	0	0	0	0	0	210	0	0	0	0	0	961	457	0	0	0	198	183	25	0
737c098d1007948d40e6cbaf904b72d9	0	0	49	0	0	0	0	0	0	0	0	138	90	0	2029	0	108	80	0	0
dc650e6fbd99d3c22ad326898b059c1f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0	0	0
6755be0886d71fa083effb1d8a810d69	0	0	0	0	0	386	0	0	0	0	0	351	125	0	0	0	0	0	0	0
9908fffab7ed4f3bec44cda2f5084d49	0	0	32	0	0	0	0	0	0	97	0	1277	4410	0	181	0	0	0	0	0
569653b1659271a290facfcedd0de061	0	0	0	0	0	13952	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4005f039311a1265dd8f02e81c3bbd8f	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	101	0
58e1c9011d68209736eb00dccf62ecf2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0
153dbe797be4fdb676be9b495fb4a081	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	19	0
e8c4470cea2d0aad86e0fbaa03d2f750	0	0	0	0	0	528	0	0	0	0	0	341	582	0	0	0	0	0	0	0
b383a0f98e44fe8a7452ebf944105c48	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0
83e948f389f9d97b0c975afc880989e8	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
308df1fb41d807a16562a9960b47db39	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b7eaf056f38e17a2d1b343fd8b4dfd4f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0
47f46f5f75ca53d130f998f59c4ef5c0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0
d12fa38dcafa4b438b14e45008e41f1a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0
4bc01bc8f96d637800d5b73e009374c2	34	45	0	0	0	27	0	39	44	30	0	89	73	30	0	0	75	0	0	52
5c90c1871672ce1632be5add2ece9f01	0	0	27	0	71	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0
6817b79b1d2b9452d2d345224b9c6762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	716	61	108	0
3073690a8233475dcf5f6d739def1bb5	35	55	71	29	80	0	0	0	1048	41	74	95	0	0	691	558	576	364	1166	36
5915d2905d9546fee67154780edbde00	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	50	116	0	0
953ec817616f23171de7ec502793806c	0	0	0	0	0	0	0	0	518	0	0	0	0	0	0	889	0	54	0	0
df4c03a471633d76e7e2f5beb8a78af7	11	15	0	0	0	0	0	0	0	0	0	51	0	12	0	74	695	41	26	0
b306b305fd1e6de902363b591fd28fac	0	0	0	0	0	12	0	0	0	0	13	0	0	0	0	0	0	0	0	0
108d1516936e8916f8d927a5b40efc7d	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	30	0	0	0
21610dcbd05af4529071c39e2997cf17	22	0	21	14	0	236	0	0	29	94	0	77	0	0	99	30	343	52	4746	0
bdf8a26094624622d68509a87fa75ba7	0	0	31	0	0	0	0	0	0	0	0	93	89	0	46	29	43	9	0	0
df0e3d38eec730326754d8c17a8b8efe	0	0	0	0	0	0	0	0	63	0	0	0	100	0	0	0	0	0	0	0
0fd0d931e539ae60c0fba2e5e7f05285	0	0	0	0	0	0	0	0	0	0	0	171	0	0	0	0	0	0	0	0
26c6e3ed14694582e207478c1f23c21f	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	14	0	0	0	0
c0bd493b8ee3f248ce1b25e83e2b1737	0	0	0	0	0	441	0	0	0	0	0	595	275	0	0	0	0	0	0	0
f212ad3759f4319aaa51f9a2dc5be324	0	0	0	0	0	373	0	0	0	0	0	143	455	0	0	0	0	0	0	0
8b9ce5d63321e8cbc4516380a4ecbca9	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a8dc5aeb11a8e3f8ac305f73ed6c240e	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0
b060079a052d8ef0971aa8faf2adb85c	0	0	20	0	0	0	0	0	0	0	32	57	192	0	0	0	0	0	0	0
922d33a2963d3e87a3d4df6b82371235	0	29	0	0	0	0	0	37	0	0	0	191	0	0	0	0	0	0	0	0
bc6c345a2feb70d3210ba7f89530c5b0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0
4a6feebc6529ea1d4fe69492d45d4f34	0	0	0	0	0	0	0	0	0	0	0	19	74	0	0	0	0	0	0	0
e7dd01d01c0203abc3708549d99e4e9c	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0
c0b03a7c5707b21c04dd0441b21cbe7b	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0
ad4cba5280fb47cbebea01e7031af61c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
25fe23e989514e818f4bc1f680ad6da1	0	0	0	0	0	0	0	0	0	0	0	1012	9	0	0	0	0	0	0	0
bf8174ee3331bbbfaeeb6b46a0d9da5c	0	0	0	0	1580	0	0	0	0	0	0	154	113	0	0	0	0	0	0	0
040e76434e7d972c9d8183bf7aad267c	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
65df0202f02f2127e06e823b8d480beb	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	13	0	0	0	0
fd95d4c4ab3ba3811bf2dc9afcf425a4	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
37c1f435d67da54c70204e2f23bdc086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
7c50d90c47de2a062989ed2e7b9494f0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
69e4f6ee722e11a59949a4b40e73a629	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dc532edb1b0f39b8f3e475d4c1b30e1b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0
b3a97da5d7936225fda5654ccfdb98f5	0	0	84	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0
46919701829f57fa2c77facf30a11355	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
613e3b8bfd061fded483a01c746aaf9d	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0
d37a2c4cde8dee94466a4f3c6755ea99	0	4	0	0	0	0	0	0	0	0	0	24	4	0	0	0	0	0	0	0
7b440177656fb2fa93f1f3b0d3a36e48	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	20	0	0	0	0
c48b225bf6cdc6918b1942f1e6e8ebbe	0	0	0	0	221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fb6677cf61b467d1beb23ed25e57a6de	0	0	0	0	655	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0
33deb57a51743c338407d5c7e9b6f5fd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0
ecbe3a2c13bca09cef9d91e2456c62fd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0
807ab4dce101a0cca3e66c559d190b9a	0	0	0	0	0	0	0	0	0	0	455	0	26	0	0	0	0	0	2049	0
c8c2f377e0b0b891def587b4492c386c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0
f864ed2c52dd0ee16ed932d4c4c166de	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0
1ceb2379fdc16d3bf512df6760eeef7a	4	0	171	8	0	0	0	0	48	16	121	0	0	0	166	27	267	181	106	0
dddf3f4996401c070a8b7ad646f2620f	0	0	716	0	0	0	0	0	44	5	0	0	0	0	0	0	0	0	0	0
d20b46e3c9d79a8e49a48f112fc03d4f	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	76	0
e335f74033bc634af43ee6baa84fa247	40	0	0	0	8	0	0	0	0	0	0	529	130	0	0	0	0	0	0	0
31e57a1ab065214bb6b49f117e3f3499	0	0	0	0	0	0	0	0	0	0	35	0	0	0	38	0	0	0	0	0
04edaa963304c466674c30f9f9bb087e	0	128	254	0	11	0	0	0	1449	101	704	0	0	77	34	52	18	1980	29	23
c973e687a7befb9ba59a4245c59fe1ef	0	0	0	0	0	0	0	0	0	0	0	166	0	0	0	0	0	0	0	0
d241d6109cf25ac144ba599a1f42250b	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0	0
b8e31fca48a9fb77a5294689bebf1c73	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	28	0	0	0
e254b8cf75c23561bb231ee5031c0939	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	99	0	17	0
212e3b140b1eb44b4f922f2921e3e9f4	0	0	0	0	0	0	0	0	74	0	0	0	0	0	210	0	58	0	45	0
b5a4ea490d99c5b7bfdd41b5d45c3906	0	0	29	63	0	0	0	0	170	0	39	0	0	3	322	79	92	179	137	0
063a342e320dbda4937e9431511dc1e3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0
0f5e0cd5e8b4e802f445e484ec90a55e	0	0	10	0	0	0	0	0	0	0	5	0	0	0	38	0	0	0	0	0
6af030a1790957fb1167d189a7f2225c	0	0	15	0	0	0	0	0	8	0	0	0	0	0	45	0	55	52	0	0
9e68b6a41fda804559c3b1b7dbbf33a4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0
d353d8f820161b7962514034d5d61ec6	2	0	359	69	0	0	0	0	166	34	210	0	0	0	680	62	1450	465	146	3
097299a949e80572fe7cdfe81ee1abd6	0	0	11	17	0	0	0	0	51	0	31	0	0	0	92	5	492	68	33	0
2953ea2da050d8f774c1581ad02dfc97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	574	0	34	0
60b28cebb146d4a3166c1a9ba0dc2fc6	0	0	20	0	0	0	0	0	0	0	0	0	0	0	67	0	153	0	0	0
53ae67ddcbf678181fab8d552e8dc627	0	0	0	136	0	0	0	0	206	0	137	0	0	9	12	89	97	572	47	0
257dbed89bcbf91178f9d2dd70d3b13d	0	0	0	9	0	0	0	0	8	0	90	0	0	0	12	0	0	414	0	0
3730643884b71988867855e9864e1d06	0	0	0	0	0	0	0	0	79	0	42	0	0	0	302	0	0	158	0	0
aad8c93d0b4c37533377646ede16e986	0	0	6	0	0	0	0	0	131	0	0	0	0	0	324	82	0	163	53	0
87bc4393c38739eae4005facd703c847	0	0	0	0	0	0	0	0	15	0	16	0	0	0	0	0	0	0	0	0
7cd99636e7a7e8911d3585d21968e925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	331	0	0
e1cc447cf0b384cd753eac24a036e6cd	0	0	0	300	0	0	0	0	444	19	185	0	0	0	9	113	25	1041	0	0
284a4bc3e5648177e0d3e530cf5bb7d8	0	0	9	3	0	0	0	0	86	8	118	0	0	0	0	27	8	2612	0	0
b4ae0007a260e607d3cf82d67a322bd2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	30	0	4	0
c7086a22dfbbd037ccf40c6f7cb96d12	0	0	0	0	0	0	0	0	38	14	42	0	0	0	39	17	10	139	0	0
63878a679588dceb5219d4130965ef79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0
edc84ea9f8f1d2d32a03798797d50c5c	0	0	34	20	0	0	0	0	85	0	241	0	0	0	110	15	100	46	48	0
1261d491facd8509f0e41566cee612cf	0	0	34	1086	16	0	0	0	978	109	1597	0	0	87	745	116	287	260	505	0
14304b8cda0d23ac651d5e027acba3b2	0	0	0	25	0	0	0	0	0	0	39	0	0	0	16	0	0	63	0	0
051fca0e911639653a7c13cd03922717	0	0	68	0	0	0	0	0	185	0	145	0	0	0	16	0	83	213	0	0
638f64b9ce27cd31801fdc39ddb1983a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	58	0	19	0
