"taxon","lfc_InsectSpeciesChrysomya rufifacies","lfc_InsectSpeciesCochliomyia macellaria","lfc_InsectSpeciesLucilia coeruleiviridis","lfc_InsectSpeciesCochliomyia macellaria_InsectSpeciesChrysomya rufifacies","lfc_InsectSpeciesLucilia coeruleiviridis_InsectSpeciesChrysomya rufifacies","lfc_InsectSpeciesLucilia coeruleiviridis_InsectSpeciesCochliomyia macellaria","diff_InsectSpeciesChrysomya rufifacies","diff_InsectSpeciesCochliomyia macellaria","diff_InsectSpeciesLucilia coeruleiviridis","diff_InsectSpeciesCochliomyia macellaria_InsectSpeciesChrysomya rufifacies","diff_InsectSpeciesLucilia coeruleiviridis_InsectSpeciesChrysomya rufifacies","diff_InsectSpeciesLucilia coeruleiviridis_InsectSpeciesCochliomyia macellaria","q_InsectSpeciesChrysomya rufifacies","q_InsectSpeciesCochliomyia macellaria","q_InsectSpeciesLucilia coeruleiviridis","q_InsectSpeciesCochliomyia macellaria_InsectSpeciesChrysomya rufifacies","q_InsectSpeciesLucilia coeruleiviridis_InsectSpeciesChrysomya rufifacies","q_InsectSpeciesLucilia coeruleiviridis_InsectSpeciesCochliomyia macellaria"
"Ignatzschineria",-4.62010312698889,-4.48461404394303,-4.1621733057641,0.135489083045855,0.457929821224786,0.322440738178931,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0.0030238029487551,0.0044121012121188,0.192979578363432,1,1,1
