"taxon","lfc_InsectSpeciesChrysomya rufifacies","lfc_InsectSpeciesCochliomyia macellaria","lfc_InsectSpeciesLucilia coeruleiviridis","lfc_InsectSpeciesCochliomyia macellaria_InsectSpeciesChrysomya rufifacies","lfc_InsectSpeciesLucilia coeruleiviridis_InsectSpeciesChrysomya rufifacies","lfc_InsectSpeciesLucilia coeruleiviridis_InsectSpeciesCochliomyia macellaria","diff_InsectSpeciesChrysomya rufifacies","diff_InsectSpeciesCochliomyia macellaria","diff_InsectSpeciesLucilia coeruleiviridis","diff_InsectSpeciesCochliomyia macellaria_InsectSpeciesChrysomya rufifacies","diff_InsectSpeciesLucilia coeruleiviridis_InsectSpeciesChrysomya rufifacies","diff_InsectSpeciesLucilia coeruleiviridis_InsectSpeciesCochliomyia macellaria","q_InsectSpeciesChrysomya rufifacies","q_InsectSpeciesCochliomyia macellaria","q_InsectSpeciesLucilia coeruleiviridis","q_InsectSpeciesCochliomyia macellaria_InsectSpeciesChrysomya rufifacies","q_InsectSpeciesLucilia coeruleiviridis_InsectSpeciesChrysomya rufifacies","q_InsectSpeciesLucilia coeruleiviridis_InsectSpeciesCochliomyia macellaria"
"Wolbachia",0.281726306683249,-4.98197286742421,-0.78980550052978,-5.26369917410746,-1.07153180721303,4.19216736689444,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,1,0.000794337828857206,1,0.00336680631511436,1,0.374402410086656
