function	insect_51_WholeSpecimen	insect_52_WholeSpecimen	insect_53_WholeSpecimen	insect_54_WholeSpecimen	insect_55_WholeSpecimen	insect_56_WholeSpecimen	insect_57_WholeSpecimen	insect_58_WholeSpecimen	insect_59_WholeSpecimen	insect_60_WholeSpecimen	insect_61_WholeSpecimen	insect_62_WholeSpecimen	insect_63_WholeSpecimen	insect_64_WholeSpecimen	insect_65_WholeSpecimen	insect_66_WholeSpecimen	insect_67_WholeSpecimen	insect_68_WholeSpecimen	insect_69_WholeSpecimen	insect_70_WholeSpecimen
1-ACYLGLYCEROL-3-P-ACYLTRANSFER-RXN	27991.41	9565.4	14793.65	23428.37	35693.82	28270.9	10583.5	33390.4	49968.49	13913.96	17915.47	28869.33	20982.980000000003	6306.15	27261.82	18718.32	36944.18	35068.31	30596.72	19039.7
1.1.1.127-RXN	517.3299999999999	33.21	257.8	74.4	4816.5	249.5	198.0	51.0	82.2	6.82	113.69	731.54	1675.47	278.57	596.92	432.32	1934.45	323.36	1635.88	0.0
1.1.1.136-RXN	569.8	334.4	527.8299999999999	1036.37	624.66	1041.0	0.0	159.0	831.8100000000001	150.42	291.13	660.44	203.36	77.16	413.36000000000007	299.37	868.63	442.14	72.1	0.6
1.1.1.145-RXN	0.0	0.0	93.5	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	6.0	0.0	0.0	0.0	0.0	0.0
1.1.1.215-RXN	152.67000000000002	275.88	4858.99	97.4	180.0	1668.7	234.0	1204.0	539.14	563.0	2233.86	2218.66	210.86	249.21	897.41	5357.389999999999	12999.82	1235.31	6240.93	34.0
1.1.1.251-RXN	0.0	0.0	0.78	0.0	105.0	0.0	0.0	0.0	0.0	0.0	11.43	50.42	31.57	3.71	12.43	0.0	5.0	0.0	1.0	0.0
1.1.1.253-RXN	23.0	0.0	147.24	17.4	129.0	17.0	174.75	0.0	522.5	372.0	237.86	833.28	157.14	133.0	631.43	0.5	12716.2	251.0	3375.8	261.25
1.1.1.261-RXN	374.2	48.0	3713.64	932.0	338.0	669.5	228.0	29487.0	667.14	150.64	224.43	1846.83	112.57	153.43	75.43	639.0	81.0	332.0	26.0	49.0
1.1.1.264-RXN	22.0	29.0	119.49	14.0	7.0	15968.2	61.0	950.0	90.0	94.0	88.4	1381.75	1328.7600000000002	7.71	152.89	32.07	406.07	52.64	4786.0	0.0
1.1.1.271-RXN	11.0	33.33	268.64	87.67	4219.5	62.0	1027.75	165.0	16874.5	177.0	70.19	1356.39	1109.54	103.71	521.73	18.5	88.6	58.8	71.1	428.25
1.1.1.289-RXN	0.0	0.0	0.0	0.0	0.0	1267.2	0.0	912.0	0.0	0.0	0.0	0.0	0.0	0.0	8.6	0.0	0.0	0.0	0.0	0.0
1.1.1.291-RXN	0.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0	44.0	0.0	28.0	4.4	0.0	0.0	15.8	10.0	15.6	134.8	26.6	0.0
1.1.1.292-RXN	0.0	0.0	16.5	0.0	0.0	113.0	0.0	149.0	0.0	0.0	11.0	0.0	39.0	0.0	114.0	0.0	313.0	25.0	0.0	0.0
1.1.1.34-RXN	0.0	110.0	35.0	0.0	0.0	0.0	23.0	173.0	0.0	0.0	0.0	7.0	20.5	0.0	8.0	0.0	47.0	0.0	46.0	0.0
1.1.1.39-RXN	26730.04	6585.49	12616.23	22247.370000000003	23992.73	24113.2	9491.5	1239.0	27614.33	11848.74	15622.94	19834.08	14105.570000000002	6151.19	25654.91	16016.24	23587.36	31281.32	20579.96	13971.1
1.1.1.43-RXN	40.29	0.0	3902.97	0.0	105.0	756.5	99.0	0.0	27.14	8.0	15.86	1345.35	89.13999999999999	165.71	218.43	453.0	88.0	132.0	81.0	0.0
1.1.1.51-RXN	0.0	0.0	24.6	1.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.0	0.0	9.2	0.0	0.0	0.0
1.1.1.53-RXN	0.0	29.0	110.6	3.4	7.0	373.0	0.0	37.0	9.0	0.0	35.4	349.8	515.74	28.0	201.8	13.0	51.47	1.8	127.6	0.0
1.1.1.83-RXN	12592.46	2703.38	1131.24	8389.9	3209.29	4239.5	4190.0	486.0	2288.0	5637.5	5221.5	2424.03	606.6700000000001	2785.79	8199.33	7513.58	5408.08	904.45	4721.75	2975.5
1.1.3.41-RXN	0.0	0.0	95.71	0.0	7.0	826.0	0.0	0.0	61.0	0.0	36.0	744.64	736.36	4.0	3.29	2.07	38.07	0.64	0.0	0.0
1.1.99.25-RXN	120.87	0.0	185.54	16.4	0.0	1167.2	324.0	1743.0	30.42	8.0	2.86	1753.72	83.14	296.0	230.6	0.0	106.2	0.0	80.0	0.0
1.1.99.28-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	39.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.12.1.3-RXN	2191.51	713.1300000000001	7298.71	14625.5	23043.31	1017.0	1964.0	200.0	53480.26	3309.02	13947.35	4730.87	3594.74	844.96	10890.71	5162.92	13262.48	89255.0	7897.22	436.2
1.12.5.1-RXN	24883.0	5203.0	7354.0	16713.0	3405.0	6819.0	8100.0	0.0	0.0	10507.0	10206.29	2731.9700000000003	163.71	30.84	14110.29	12623.0	386.0	528.0	6834.0	5775.0
1.13.11.14-RXN	0.0	0.0	74.0	48.0	0.0	0.0	0.0	0.0	0.0	0.0	38.0	0.0	0.0	0.0	474.0	0.0	2344.0	200.0	0.0	0.0
1.13.11.15-RXN	12441.5	2601.5	877.86	8356.5	1706.29	3015.5	4124.75	0.0	533.22	5253.5	5090.5	1208.64	34.5	2734.0	7053.0	5859.0	193.0	132.0	3415.5	3148.75
1.13.11.16-RXN	0.0	0.0	183.0	0.0	0.0	54.0	64.0	0.0	0.0	8.0	0.0	160.0	13.0	24.0	556.33	161.32999999999998	3722.0	172.32999999999998	80.0	0.0
1.13.11.25-RXN	0.0	0.0	63.260000000000005	3.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	69.34	39.0	4.0	9.2	14.0	0.0	0.0
1.13.11.41-RXN	0.0	0.0	54.0	0.0	0.0	11.0	0.0	149.0	0.0	0.0	0.0	75.0	0.0	0.0	374.33	161.32999999999998	3634.0	172.32999999999998	0.0	0.0
1.13.11.46-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0
1.13.11.6-RXN	0.0	0.0	63.13	24.0	0.0	1019.0	0.0	0.0	0.8	0.0	45.0	654.4	176.0	19.67	302.0	0.0	1172.0	100.0	0.0	0.0
1.13.11.9-RXN	0.0	0.0	166.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1129.32	486.32	10922.0	541.3199999999999	0.0	0.0
1.14.11.1-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0
1.14.11.18-RXN	0.0	0.0	10.5	0.0	0.0	0.0	23.0	149.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0
1.14.11.2-RXN	0.0	0.0	33.59	1.4	0.0	816.0	0.0	0.0	0.0	0.0	23.0	776.64	736.36	0.0	40.29	2.07	12.27	0.64	0.0	0.0
1.14.12.1-RXN	89.0	274.0	677.6600000000001	97.0	75.0	147.0	276.0	331.0	431.0	146.0	2179.0	323.0	42.0	73.0	871.6600000000001	4753.66	12591.0	958.66	1192.0	34.0
1.14.12.18-RXN	0.0	0.0	202.0	0.0	0.0	122.0	0.0	0.0	17.0	8.0	6.0	366.0	33.0	30.0	233.66	4.66	128.0	48.66	80.0	0.0
1.14.13.59-RXN	40.29	632.0	94.6	0.0	0.0	55.5	0.0	149.0	10.14	56.0	8.0	1059.5	86.36	10.67	13.29	3.07	37.07	7.64	0.0	0.0
1.14.13.8-RXN	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.14.13.84-RXN	0.0	316.0	63.0	2.0	0.0	12.0	0.0	0.0	0.0	28.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0
1.14.13.92-RXN	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.14.19.1-RXN	0.0	632.0	339.26	1.4	0.0	157.0	53.0	159.0	17.0	377.0	11.0	988.0	134.0	48.0	643.33	162.32999999999998	3773.2	191.33	80.0	0.0
1.14.19.3-RXN	0.0	316.0	549.65	23.0	105.0	149.0	33.0	0.0	17.0	36.0	14.43	380.71	168.57	167.01	254.43	16.0	88.0	28.0	81.0	0.0
1.14.21.6-RXN	0.0	0.0	3.83	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.15.1.2-RXN	510.2	13.4	1219.22	4389.97	13351.18	0.0	0.0	0.0	4688.06	349.42	3779.38	1568.28	2193.6	167.16	4367.42	1398.63	5632.6	27302.2	2674.28	3.6
1.17.1.1-RXN	12523.12	2601.5	4963.6	8374.4	3028.29	3611.0	4214.0	298.0	1050.11	5625.5	5349.36	2566.61	292.64	2842.0	8689.17	6688.49	21145.37	948.6	6916.5	2887.5
1.17.4.2-RXN	0.0	0.0	0.0	0.0	4831.0	80.0	0.0	0.0	0.0	0.0	0.0	52.0	1657.0	0.0	78.0	0.0	0.0	0.0	69.0	0.0
1.18.1.2-RXN	14015.54	5406.389999999999	8068.4	15544.169999999998	26285.47	35208.0	5542.75	1470.4	31424.28	8031.71	11694.84	24219.34	18387.24	3511.54	17581.92	11655.66	40125.100000000006	31348.1	26059.050000000003	15648.35
1.2.1.2-RXN	51116.88	11537.61	24199.9	44924.98	9162.28	15643.5	21545.75	878.0	17665.67	23924.24	32466.46	13157.35	2961.3500000000004	11965.73	39748.17	36314.34	76665.81999999999	61400.66	28131.84	12031.85
1.2.1.27-RXN	25039.67	7081.280000000001	3086.52	16869.4	3957.18	7305.5	8428.0	1476.4	5492.38	11833.8	11715.2	8708.07	2815.9300000000003	5545.75	18478.08	13485.81	33138.5	1695.75	16371.85	10604.0
1.2.1.32-RXN	91.2	274.0	464.33	91.0	75.0	51.0	72.0	33.0	492.0	130.0	2234.0	135.0	16.0	92.67	668.0	4750.0	13577.0	1010.0	1032.0	34.0
1.2.1.45-RXN	0.0	0.0	11.6	1.9	0.0	0.0	0.0	0.0	1.25	0.0	0.0	32.0	0.0	0.0	61.75	0.0	300.7	14.5	0.0	0.0
1.2.1.54-RXN	0.0	0.0	104.0	24.0	0.0	0.0	33.75	0.0	8.5	0.0	19.0	577.0	0.0	0.0	601.0	159.5	4786.0	248.0	0.0	261.25
1.2.1.66-RXN	0.0	316.0	164.16000000000005	76.5	0.0	12.0	0.0	0.0	0.0	28.0	0.0	0.0	44.17	38.67	142.5	212.5	357.34000000000003	14.0	0.0	0.0
1.2.1.67-RXN	0.0	0.0	132.83	0.5	0.0	54.0	0.0	0.0	1.25	8.0	0.0	1173.5	27.17	0.0	227.08	6.83	399.5	38.83	80.0	0.0
1.2.1.9-RXN	1080.36	388.33	58.53	1.5	24.5	10.0	0.0	79.0	29.86	34.82	143.5	2785.53	873.8100000000001	1.36	14.48	49.13	53.05	0.64	171.0	0.0
1.2.3.3-RXN	12481.79	2660.83	4757.39	8373.0	14797.96	17884.0	4162.75	156.0	911.36	5269.67	5176.76	3598.01	10461.21	2878.0	7461.1	6330.5	328.0	411.11	4041.5	3148.75
1.2.4.4-RXN	90.76	4205.56	1083.11	102.5	199.6	4390.6	1446.0	312.79999999999995	20564.4	1995.6	1995.2	28464.82	7956.3	72.0	8473.98	787.64	13471.16	981.02	12134.74	24433.0
1.2.7.4-RXN	747.86	256.0	2112.31	79.57000000000001	5718.57	0.0	0.0	0.0	3187.06	218.82	1593.83	1125.47	1587.89	176.36	223.34	187.0	209.25	4230.6	2788.29	46.0
1.2.7.5-RXN	2.0	0.0	682.0	4145.17	1428.9299999999998	78.0	30.0	0.0	4413.5	600.0	3441.76	141.21	109.57	128.0	2751.55	1157.5	2525.0	27064.0	1206.8	0.0
1.2.7.7-RXN	132.0	0.0	29.0	3.67	39.19	0.0	0.0	0.0	0.0	0.0	1.33	0.0	0.0	0.0	7.0	0.0	61.0	2.0	2.0	0.0
1.2.7.8-RXN	354.43999999999994	356.0	3766.76	297.74	6902.46	69.0	2040.0	330.0	37832.0	1639.0	2776.16	2989.82	456.38	197.67	3511.92	1098.98	12160.4	6479.92	6262.32	380.0
1.2.99.7-RXN	0.0	0.0	29.0	3.67	2911.4300000000003	0.0	0.0	0.0	0.0	0.0	72.33	323.0	998.0	0.0	16.0	0.0	73.0	2.0	1543.8	0.0
1.20.1.1-RXN	0.0	0.0	0.0	15.0	0.0	0.0	33.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.20.98.1-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.21.4.1-RXN	448.0	400.0	4731.0	8333.5	1289.0	0.0	0.0	0.0	12515.5	972.0	9371.25	1074.0	38.4	487.0	6091.78	2437.5	5573.6	58173.0	7034.379999999999	69.0
1.21.4.3-RXN	39.2	525.6	8117.6	16955.88	1546.15	0.0	0.0	0.0	22926.8	1794.4	17412.52	1124.56	63.6	875.2	14426.48	4805.2	16324.0	115585.6	11103.62	106.4
1.21.4.4-RXN	51.2	653.6	10952.6	17101.88	1557.15	0.0	0.0	0.0	25360.8	1989.4	18908.02	1336.2	64.4	952.2	16430.48	5098.2	20133.0	119472.6	11341.52	135.4
1.3.1.19-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.33	2.33	20.0	24.33	0.0	0.0
1.3.1.25-RXN	0.0	0.0	222.83	0.0	0.0	133.0	64.0	149.0	17.0	8.0	6.0	944.5	48.57	54.0	219.33	6.83	115.0	31.33	80.0	0.0
1.3.1.29-RXN	89.0	274.0	561.0	67.0	75.0	161.0	72.0	33.0	329.0	138.0	1979.0	366.0	49.0	103.0	550.0	1759.0	10900.0	866.0	1082.0	34.0
1.3.1.54-RXN	872.49	480.73	5651.31	5192.6	12009.9	2053.2	10.75	1061.0	6510.26	653.42	4505.55	2202.54	4438.56	328.54	3332.59	1932.8	4206.03	28631.11	6274.46	284.85
1.3.1.60-RXN	89.0	274.0	561.0	67.0	75.0	161.0	72.0	33.0	329.0	138.0	1979.0	366.0	49.0	103.0	550.0	1759.0	10900.0	866.0	1082.0	34.0
1.3.1.64-RXN	0.0	0.0	0.0	0.0	0.0	0.0	23.0	149.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.3.99.15-RXN	228.0	8.0	2240.98	75.8	1456.0	0.0	0.0	0.0	397.4	74.0	642.0	331.0	70.0	0.0	1059.08	222.0	3627.3	861.6	586.0	0.0
1.3.99.16-RXN	0.0	0.0	3816.2	2.8	119.0	980.0	76.0	1395.0	0.0	313.0	8.43	1510.09	59.57	8.0	481.76	628.3299999999999	3666.4	254.33	52.120000000000005	0.0
1.3.99.23-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	30.0	6.0	0.0	0.0	0.0	0.0
1.3.99.5-RXN	0.0	1747.4	0.0	0.0	329.0	34.8	129.0	80.4	1644.8	800.8	914.2	3184.0	2752.8	0.0	922.2	0.0	0.0	0.0	1340.8	4741.0
1.4.1.11-RXN	2.0	128.0	1505.0	4140.0	690.0	0.0	0.0	0.0	5412.0	393.0	3831.0	173.64	32.0	205.0	2575.0	1065.0	2100.0	27644.0	842.4300000000001	23.0
1.4.1.21-RXN	221.58	742.88	2053.95	192.4	2816.69	1171.0	9868.0	88.0	19281.72	1209.0	2306.0	3454.31	2566.17	2834.79	1997.0	11643.75	21388.42	1821.12	2960.25	563.0
1.4.99.5-RXN	0.0	0.0	4.0	0.0	0.0	0.0	23.0	298.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0
1.5.1.15-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.25	0.0	0.0	0.0	0.0	0.0	0.0	3.75	0.0
1.5.1.20-RXN	13929.42	3724.04	8651.28	9526.07	16775.15	7918.4	5278.75	1625.0	21171.99	6661.32	8942.05	8667.44	5423.200000000001	5862.82	10207.49	12061.98	32173.24	4179.5	17436.25	3372.75
1.5.1.24-RXN	0.0	0.0	66.0	72.5	0.0	15.0	0.0	79.0	88.5	0.0	0.0	185.0	1143.0	21.0	83.12	4.5	41.0	0.0	19.0	0.0
1.5.1.28-RXN	2.0	29.0	485.33	4143.0	75.0	11.0	0.0	63.0	3887.0	287.0	3149.4	233.9	130.4	128.0	2674.33	1015.33	2353.0	25713.33	815.0	0.0
1.5.1.34-RXN	112.0	302.66	4862.77	98.0	343.34000000000003	714.0	226.75	82.0	979.3	215.0	2429.86	1340.89	198.14	238.71	1209.43	5291.5	25128.0	1224.0	4745.0	295.25
1.5.1.7-RXN	646.3600000000001	156.32999999999998	480.45	1021.67	9800.0	1031.0	1005.0	338.0	17540.16	293.82	440.33	2808.23	2618.5	53.03	920.5	341.33	1712.0	371.0	2365.4	167.0
1.5.5.1-RXN-YEAST	12464.5	2601.5	1389.29	8416.4	1730.29	4389.7	4222.75	1061.0	1065.47	5633.5	5353.5	2267.4300000000003	205.5	2769.29	8622.68	6021.33	18441.37	694.83	6794.5	3148.75
1.5.8.1-RXN	0.0	0.0	0.0	0.0	0.0	0.0	23.0	298.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.5.8.2-RXN	0.0	0.0	0.0	0.0	0.0	0.0	23.0	298.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.6.4.4-RXN	444.87	660.3299999999999	2179.41	326.47	771.0	3038.2	5953.5	1477.0	18953.72	1559.0	2996.48	6706.530000000001	2512.42	521.4200000000001	4501.12	7827.66	61497.41	2234.66	11773.5	860.5
1.7.2.2-RXN	0.0	17.0	962.36	85.67	414.05	0.0	982.0	16.0	17434.72	177.0	84.75999999999999	870.75	57.97	2710.0	515.73	20.0	88.6	191.8	81.1	167.0
1.7.2.3-RXN	89.0	274.0	415.14	67.0	600.0	63.5	171.0	182.0	431.0	130.0	2222.58	520.09	187.42	222.97	428.15	4749.0	12382.0	910.0	1037.0	34.0
1.7.7.2-RXN	0.0	0.0	6.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.8.1.15-RXN	0.0	0.0	58.16	18.5	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	44.17	10.67	28.5	8.5	124.67	14.0	0.0	0.0
1.8.1.4-RXN	13538.21	8949.79	11733.73	18418.01	9803.63	40542.0	14903.75	62628.8	38070.17	10683.53	20101.76	47345.22	20615.0	3702.14	33092.85	27845.51	86825.95000000001	61040.350000000006	38831.19	35616.35
1.8.1.5-RXN	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.8.4.12-RXN	15035.52	8198.12	10226.22	17405.77	19501.73	52340.0	10178.75	2796.8	37209.23	9240.34	17939.88	36846.0	27829.51	3707.19	27018.44	19901.83	62356.0	59118.5	34485.66	27955.35
1.8.4.14-RXN	12920.17	3020.78	5853.17	12731.3	9205.19	20503.2	5190.0	1243.0	23614.3	5951.42	8738.89	6968.31	9293.47	3029.66	12098.86	9223.79	6608.79	27762.77	13243.04	3146.1
1.8.4.8-RXN	12617.990000000002	2946.5	1628.23	8432.4	3328.29	5111.2	4257.75	1134.0	1183.77	5780.32	5453.33	3968.15	1755.0	2804.03	8769.4	6060.9	18845.44	808.58	12290.5	3148.75
1.8.5.2-RXN	1.38	378.21	35.050000000000004	0.0	78.67	140.0	985.0	103.0	16594.8	170.0	13.0	2997.06	360.72	12.17	45.08	25.39	121.02	6.4	76.75	167.0
13-PROPANEDIOL-DEHYDROGENASE-RXN	931.83	274.0	1304.81	1866.9	3816.0	41.0	12.0	39.0	5058.7	456.0	1566.5	368.08	3102.03	223.67	1440.46	1844.07	14247.72	3315.0399999999995	4913.63	111.0
1PFRUCTPHOSN-RXN	13950.22	5217.110000000001	9127.57	14633.8	22873.29	19641.8	8769.0	395.4	12047.25	7353.79	12315.25	20121.39	19903.47	3285.53	16283.55	11442.55	10575.84	33060.3	14817.07	15209.5
1TRANSKETO-RXN	19429.98	5788.83	10417.43	18485.17	58343.03	79692.2	5976.75	33190.4	33443.96	8942.65	14360.920000000002	27855.16	24943.03	3815.33	19129.95	11633.68	30805.91	35238.880000000005	28397.46	15635.35
2-DEHYDROPANTOATE-REDUCT-RXN	12789.17	5008.32	5500.22	9428.7	21081.21	21501.8	5520.75	1204.4	23159.38	7001.93	7019.16	24260.38	15367.89	3011.08	15677.3	8410.97	33548.47	2122.46	22184.67	15536.75
2-ENOATE-REDUCTASE-RXN	768.33	17.0	72.31	912.4	4064.75	0.0	0.0	0.0	628.5600000000001	116.82	207.0	122.46	994.0	42.36	59.42	162.5	88.65	318.8	328.52	0.0
2-FUROATE--COA-LIGASE-RXN	0.0	0.0	112.6	1.4	0.0	2.0	0.0	149.0	0.0	0.0	0.0	0.0	0.0	0.0	389.0	159.0	3635.2	148.0	0.0	0.0
2-FUROYL-COA-DEHYDROGENASE-RXN	40.29	0.0	3839.0	0.0	105.0	346.0	0.0	447.0	10.14	0.0	8.43	176.57	42.57	8.0	1071.76	932.33	10862.0	550.33	1.0	0.0
2-HYDROXYGLUTARATE-DEHYDROGENASE-RXN	0.0	0.0	0.0	0.0	20.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2-ISOPROPYLMALATESYN-RXN	15163.01	5530.1	6467.52	9589.87	17645.15	19899.0	5543.75	1857.4	22593.07	7398.94	7422.22	11237.67	7324.949999999999	3183.56	12640.57	8951.81	35809.0	2276.72	21462.53	8144.75
2-METHYLCITRATE-DEHYDRATASE-RXN	12560.5	5113.9	5139.23	8467.0	1898.89	3948.3	8649.0	262.4	2616.5199999999995	6645.3	8231.130000000001	6039.99	2874.17	2814.67	8959.42	13745.57	17987.08	1332.64	5806.3	7799.5
2-METHYLCITRATE-SYNTHASE-RXN	12583.5	3067.5	5492.95	8481.9	2226.69	18026.5	9514.0	575.0	18106.97	6025.5	7582.93	4430.85	1835.64	2844.67	8968.51	13751.33	31029.71	1602.83	7976.0	3225.5
2-NITROPROPANE-DIOXYGENASE-RXN	12901.26	3873.26	3478.06	8673.87	2212.7200000000003	7497.7	8853.75	1735.0	5380.32	6997.5	9790.23	6738.93	3264.4300000000003	3144.97	11991.01	18500.39	54557.71	4214.110000000001	21460.6	3529.75
2-OCTAPRENYL-6-OHPHENOL-METHY-RXN	12664.79	3509.5	6103.469999999999	8556.4	2343.69	4991.2	8763.75	30938.0	1577.61	6269.5	7603.36	5615.92	1489.5	3023.67	9519.9	13856.4	33605.44	1905.47	8375.0	3368.75
2-OCTAPRENYL-METHOXY-BENZOQ-METH-RXN	12952.17	4134.04	7517.27	8705.07	7030.790000000001	21168.2	9725.75	31090.0	22024.91	6745.5	8575.84	8509.29	8410.47	3127.17	10835.02	15567.65	34436.84	4620.3	15674.63	3646.75
2-OXOBUTYRATE-SYNTHASE-RXN	132.0	0.0	29.0	3.67	39.19	0.0	0.0	0.0	0.0	0.0	1.33	0.0	0.0	0.0	7.0	0.0	61.0	2.0	2.0	0.0
2-OXOGLUTARATE-SYNTHASE-RXN	780.4	2602.33	13081.62	25476.02	15439.37	2168.0	5892.0	222.0	138102.72	5429.64	26466.78	12381.2	3987.32	1434.72	20099.66	7839.459999999999	17168.940000000002	173205.5	17552.96	1186.0
2-OXOPENT-4-ENOATE-HYDRATASE-RXN	89.0	590.0	795.93	121.4	75.0	179.4	136.0	1928.0	329.0	166.0	2046.0	952.4	49.0	161.67000000000002	1461.66	1926.66	16971.8	1271.46	1112.6	34.0
2.1.1.113-RXN	44.0	316.0	0.0	0.0	627.25	10.0	0.0	0.0	10.0	28.0	5.0	8.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0
2.1.1.130-RXN	1043.85	817.73	5522.31	5188.27	15715.65	2063.2	992.75	1077.0	23057.26	807.42	4481.38	4148.37	5506.56	328.54	3210.59	2012.8	4012.03	28445.11	9091.59	451.85
2.1.1.131-RXN	1030.85	484.73	5695.530000000001	5206.27	15556.15	1003.2	10.75	1061.0	6421.26	559.42	4630.81	2180.08	4778.13	328.54	3475.0199999999995	1999.8	5080.030000000001	28674.0	4839.59	284.85
2.1.1.132-RXN	1898.34	634.46	7369.91	10273.47	13728.55	2053.2	992.75	1077.0	29120.02	1326.84	9040.93	4065.2	3906.29	589.7	6223.58	3331.6	6864.86	56876.11	10781.05	475.45
2.1.1.133-RXN	1052.85	501.73	5680.31	5196.27	15898.41	2053.2	992.75	1077.0	23105.26	795.42	4634.81	3752.08	5538.13	328.54	3378.0199999999995	2039.8	4293.03	28626.11	9588.59	451.85
2.1.1.137-RXN	106.0	149.0	1127.5	8.17	252.33	0.0	982.0	16.0	18089.5	248.0	705.33	1045.14	20.0	77.0	79.52	86.5	93.2	1982.0	45.43	190.0
2.1.1.151-RXN	1043.85	501.73	5485.9800000000005	5186.27	15715.65	2051.2	992.75	1077.0	23057.26	779.42	4481.38	3571.37	5467.56	293.87	3208.59	2008.8	4012.03	28438.11	9091.59	451.85
2.1.1.17-RXN	0.0	0.0	165.0	30.0	0.0	635.2	0.0	912.0	0.0	0.0	30.0	0.0	0.0	0.0	355.6	0.0	1534.0	125.0	0.0	0.0
2.1.1.21-RXN	0.0	0.0	170.6	1.4	0.0	74.0	0.0	0.0	17.0	0.0	6.0	1880.0	0.0	30.0	54.0	0.0	21.2	0.0	0.0	0.0
2.1.1.34-RXN	12481.79	2601.5	4905.79	8407.67	1820.72	4630.0	4149.0	0.0	539.6600000000001	5253.5	5104.69	2299.1800000000003	317.81	2891.34	7211.93	6459.0	561.34	280.0	3467.5	2887.5
2.1.1.44-RXN	0.0	316.0	20.0	2.0	0.0	12.0	0.0	0.0	0.0	28.0	0.0	0.0	0.0	24.0	0.0	4.0	0.0	7.0	0.0	0.0
2.1.1.5-RXN	106.0	4.0	0.0	0.0	221.0	0.0	0.0	0.0	0.0	0.0	0.0	80.0	4.0	0.0	0.0	20.0	9.0	0.11	0.0	0.0
2.1.1.63-RXN	26421.66	8745.67	17671.91	22368.77	33477.85	69294.2	16057.75	2965.4	62971.12	13888.72	18804.74	28883.95	22696.61	6232.34	28815.01	24274.58	49054.61	33051.12	27172.48	18955.85
2.1.1.64-RXN	12664.79	3509.5	6103.469999999999	8556.4	2343.69	4991.2	8763.75	30938.0	1577.61	6269.5	7603.36	5637.17	1489.5	3023.67	9519.9	13856.4	33605.44	1905.47	8378.75	3368.75
2.1.1.71-RXN	0.0	0.0	165.0	30.0	0.0	635.2	0.0	912.0	0.0	0.0	30.0	0.0	0.0	0.0	355.6	0.0	1534.0	125.0	0.0	0.0
